link_id,from_node_id,to_node_id,dir_flag,length,lanes,capacity,free_speed,toll,link_type,allowed_uses,VDF_alpha,VDF_beta,VDF_plf,ref_volume,ref_cost,VDF_fftt,geometry
853,510,509,1,2.98962,1,5000.0,55.36333333333333,0.0,2.0,,0.15,4.0,1,6281.032150846462,13.119813223180225,3.2399999999999998,"LINESTRING (-87.58868092518969 41.579545517110446, -87.64701787347288 41.57864529448782)"
854,510,511,1,0.244,1,5000.0,48.800000000000004,0.0,2.0,,0.15,4.0,1,5778.022595138813,13.119813223180225,0.29999999999999993,"LINESTRING (-87.58868092518969 41.579545517110446, -87.58391872532985 41.579545517110446)"
855,510,658,1,1.04948,1,4000.0,170.18594594594595,0.0,1.0,,0.15,4.0,1,3699.2286861894463,13.119813223180225,0.37,"LINESTRING (-87.58868092518969 41.579545517110446, -87.57677542554006 41.592148633827144)"
856,510,666,1,2.22043,1,4000.0,32.65338235294118,0.0,1.0,,0.15,4.0,1,669.9499999999971,13.119813223180225,4.079999999999999,"LINESTRING (-87.58868092518969 41.579545517110446, -87.57677542554006 41.54803772531869)"
857,511,510,1,0.244,1,5000.0,48.800000000000004,0.0,2.0,,0.15,4.0,1,6056.537484265136,13.119813223180225,0.29999999999999993,"LINESTRING (-87.58391872532985 41.579545517110446, -87.58868092518969 41.579545517110446)"
858,511,512,1,2.074,1,5000.0,56.30769230769231,0.0,2.0,,0.15,4.0,1,6178.521707537235,13.119813223180225,2.21,"LINESTRING (-87.58391872532985 41.579545517110446, -87.54344002652111 41.579545517110446)"
859,511,521,1,2.86765,1,5000.0,55.147115384615375,0.0,2.0,,0.15,4.0,1,2588.030000000086,13.119813223180225,3.12,"LINESTRING (-87.58391872532985 41.579545517110446, -87.58272817536488 41.53723505384723)"
860,511,522,1,4.27174,1,5000.0,54.53285106382979,0.0,2.0,,0.15,4.0,1,2446.4013289453796,13.119813223180225,4.7,"LINESTRING (-87.58391872532985 41.579545517110446, -87.58153762539992 41.64256110069395)"
861,512,511,1,2.074,1,5000.0,56.30769230769231,0.0,2.0,,0.15,4.0,1,6293.1129070046445,13.119813223180225,2.21,"LINESTRING (-87.54344002652111 41.579545517110446, -87.58391872532985 41.579545517110446)"
862,512,513,1,3.42959,1,5000.0,55.16766756032172,0.0,2.0,,0.15,4.0,1,5501.54271817024,13.119813223180225,3.73,"LINESTRING (-87.54344002652111 41.579545517110446, -87.47676922848319 41.57504440399734)"
863,512,661,1,1.09969,1,2000.0,113.76103448275863,0.0,1.0,,0.15,4.0,1,2119.678989366992,13.119813223180225,0.58,"LINESTRING (-87.54344002652111 41.579545517110446, -87.53153452687148 41.59304885644977)"
864,512,670,1,3.42144,1,2000.0,27.44470588235294,0.0,1.0,,0.15,4.0,1,130.84000000000378,13.119813223180225,7.4799999999999995,"LINESTRING (-87.54344002652111 41.579545517110446, -87.53034397690652 41.53003327286626)"
865,513,512,1,3.42959,1,5000.0,55.16766756032172,0.0,2.0,,0.15,4.0,1,6041.677484265012,13.119813223180225,3.73,"LINESTRING (-87.47676922848319 41.57504440399734, -87.54344002652111 41.579545517110446)"
866,513,514,1,4.8861,1,5000.0,55.21016949152543,0.0,2.0,,0.15,4.0,1,4330.679993182261,13.119813223180225,5.31,"LINESTRING (-87.47676922848319 41.57504440399734, -87.38152523128618 41.57144351350685)"
867,513,902,1,3.14017,1,3500.0,52.481949860724235,0.0,1.0,,0.15,4.0,1,3572.9627249879195,13.119813223180225,3.59,"LINESTRING (-87.47676922848319 41.57504440399734, -87.46843537872846 41.620955757751034)"
868,513,905,1,5.8981,1,3500.0,38.80328947368422,0.0,1.0,,0.15,4.0,1,1223.5600000000704,13.119813223180225,9.12,"LINESTRING (-87.47676922848319 41.57504440399734, -87.45533932911387 41.489523254848294)"
869,514,513,1,4.8861,1,5000.0,55.21016949152543,0.0,2.0,,0.15,4.0,1,4890.130000000056,13.119813223180225,5.31,"LINESTRING (-87.38152523128618 41.57144351350685, -87.47676922848319 41.57504440399734)"
870,514,515,1,4.02785,1,5000.0,54.553273137697516,0.0,2.0,,0.15,4.0,1,3250.179993182246,13.119813223180225,4.43,"LINESTRING (-87.38152523128618 41.57144351350685, -87.30294893359863 41.573243958752094)"
871,514,903,1,2.56273,1,3000.0,58.91333333333334,0.0,1.0,,0.15,4.0,1,2130.470000000023,13.119813223180225,2.61,"LINESTRING (-87.38152523128618 41.57144351350685, -87.35057093219714 41.60115086005336)"
872,514,905,1,6.71693,1,3000.0,35.76005323868678,0.0,1.0,,0.15,4.0,1,661.9800000000032,13.119813223180225,11.27,"LINESTRING (-87.38152523128618 41.57144351350685, -87.45533932911387 41.489523254848294)"
873,515,514,1,4.02785,1,5000.0,54.553273137697516,0.0,2.0,,0.15,4.0,1,3612.6900000000387,13.119813223180225,4.43,"LINESTRING (-87.30294893359863 41.573243958752094, -87.38152523128618 41.57144351350685)"
874,515,516,1,5.28768,1,5000.0,54.98454072790295,0.0,2.0,,0.15,4.0,1,273.02000000001135,13.119813223180225,5.769999999999999,"LINESTRING (-87.30294893359863 41.573243958752094, -87.32318828300299 41.496725035829265)"
875,515,534,1,1.49543,1,3500.0,55.730310559006206,0.0,2.0,,0.15,4.0,1,2849.7399931822292,13.119813223180225,1.6100000000000003,"LINESTRING (-87.30294893359863 41.573243958752094, -87.30890168342344 41.59484930169501)"
876,515,544,1,0.305,1,3500.0,63.10344827586207,0.0,2.0,,0.15,4.0,1,699.9400000000169,13.119813223180225,0.29,"LINESTRING (-87.30294893359863 41.573243958752094, -87.30294893359863 41.56874284563899)"
877,515,932,1,10.4426,1,5000.0,105.65868465430017,0.0,2.0,,0.15,4.0,1,25.0,13.119813223180225,5.93,"LINESTRING (-87.30294893359863 41.573243958752094, -87.13031918867902 41.49132370009353)"
878,516,515,1,5.28768,1,5000.0,54.98454072790295,0.0,2.0,,0.15,4.0,1,326.0000000000073,13.119813223180225,5.769999999999999,"LINESTRING (-87.32318828300299 41.496725035829265, -87.30294893359863 41.573243958752094)"
879,516,517,1,6.58828,1,3500.0,65.1230313014827,0.0,2.0,,0.15,4.0,1,392.97000000000844,13.119813223180225,6.07,"LINESTRING (-87.32318828300299 41.496725035829265, -87.32437883296795 41.399500992586134)"
880,516,903,1,7.21375,1,6000.0,48.306361607142854,0.0,1.0,,0.15,4.0,1,2852.1800000000367,13.119813223180225,8.96,"LINESTRING (-87.32318828300299 41.496725035829265, -87.35057093219714 41.60115086005336)"
881,516,906,1,1.11981,1,6000.0,41.474444444444444,0.0,1.0,,0.15,4.0,1,1885.8499999999985,13.119813223180225,1.6199999999999999,"LINESTRING (-87.32318828300299 41.496725035829265, -87.30413948356359 41.48862303222567)"
882,517,516,1,6.58828,1,3500.0,65.1230313014827,0.0,2.0,,0.15,4.0,1,989.8900000000285,13.119813223180225,6.07,"LINESTRING (-87.32437883296795 41.399500992586134, -87.32318828300299 41.496725035829265)"
883,517,518,1,7.19102,1,3500.0,64.97909638554216,0.0,2.0,,0.15,4.0,1,163.76000000000204,13.119813223180225,6.640000000000001,"LINESTRING (-87.32437883296795 41.399500992586134, -87.29937728370373 41.29507516836204)"
884,517,908,1,1.64248,1,2500.0,38.64658823529412,0.0,1.0,,0.15,4.0,1,486.04999999998836,13.119813223180225,2.55,"LINESTRING (-87.32437883296795 41.399500992586134, -87.35414258209202 41.40850321881235)"
885,517,909,1,4.31335,1,2500.0,58.95239179954442,0.0,1.0,,0.15,4.0,1,135.93000000002212,13.119813223180225,4.39,"LINESTRING (-87.32437883296795 41.399500992586134, -87.24104033542056 41.40850321881235)"
886,518,517,1,7.19102,1,3500.0,64.97909638554216,0.0,2.0,,0.15,4.0,1,357.84000000001834,13.119813223180225,6.640000000000001,"LINESTRING (-87.29937728370373 41.29507516836204, -87.32437883296795 41.399500992586134)"
887,518,911,1,3.62732,1,3500.0,41.376273764258556,0.0,1.0,,0.15,4.0,1,179.0499999999738,13.119813223180225,5.26,"LINESTRING (-87.29937728370373 41.29507516836204, -87.36604808174165 41.27707071590961)"
888,518,912,1,2.16614,1,3500.0,79.2490243902439,0.0,1.0,,0.15,4.0,1,68.97000000000116,13.119813223180225,1.64,"LINESTRING (-87.29937728370373 41.29507516836204, -87.26366078475485 41.312179398191844)"
889,518,930,1,38.3558,1,3500.0,246.92575107296136,0.0,2.0,,0.15,4.0,1,0.0,13.119813223180225,9.32,"LINESTRING (-87.29937728370373 41.29507516836204, -87.90893886576468 40.966493911105175)"
890,519,520,1,0.682,1,5000.0,54.56000000000001,0.0,2.0,,0.15,4.0,1,0.0,13.119813223180225,0.7499999999999999,"LINESTRING (-87.57915652547 41.500325926319746, -87.57677542554006 41.49042347747091)"
891,519,521,1,2.50769,1,5000.0,55.316691176470584,0.0,2.0,,0.15,4.0,1,2529.2250186042875,13.119813223180225,2.72,"LINESTRING (-87.57915652547 41.500325926319746, -87.58272817536488 41.53723505384723)"
892,519,668,1,0.35569,1,2000.0,33.345937500000005,0.0,1.0,,0.15,4.0,1,2574.410000000069,13.119813223180225,0.6399999999999999,"LINESTRING (-87.57915652547 41.500325926319746, -87.5755848755751 41.504827039432854)"
893,519,670,1,3.21048,1,2000.0,61.34675159235668,0.0,1.0,,0.15,4.0,1,819.497135401296,13.119813223180225,3.14,"LINESTRING (-87.57915652547 41.500325926319746, -87.53034397690652 41.53003327286626)"
894,520,519,1,0.682,1,5000.0,54.56000000000001,0.0,2.0,,0.15,4.0,1,0.0,13.119813223180225,0.7499999999999999,"LINESTRING (-87.57677542554006 41.49042347747091, -87.57915652547 41.500325926319746)"
895,521,511,1,2.86765,1,5000.0,55.147115384615375,0.0,2.0,,0.15,4.0,1,4377.995018604299,13.119813223180225,3.12,"LINESTRING (-87.58272817536488 41.53723505384723, -87.58391872532985 41.579545517110446)"
896,521,519,1,2.50769,1,5000.0,55.316691176470584,0.0,2.0,,0.15,4.0,1,1503.1700000000637,13.119813223180225,2.72,"LINESTRING (-87.58272817536488 41.53723505384723, -87.57915652547 41.500325926319746)"
897,521,666,1,0.793,1,1500.0,86.5090909090909,0.0,1.0,,0.15,4.0,1,1243.6800000000148,13.119813223180225,0.5500000000000002,"LINESTRING (-87.58272817536488 41.53723505384723, -87.57677542554006 41.54803772531869)"
898,521,670,1,2.728,1,1500.0,41.64885496183206,0.0,1.0,,0.15,4.0,1,432.51999999998225,13.119813223180225,3.930000000000001,"LINESTRING (-87.58272817536488 41.53723505384723, -87.53034397690652 41.53003327286626)"
899,522,511,1,4.27174,1,5000.0,54.53285106382979,0.0,2.0,,0.15,4.0,1,820.3600000000806,13.119813223180225,4.7,"LINESTRING (-87.58153762539992 41.64256110069395, -87.58391872532985 41.579545517110446)"
900,522,523,1,5.70472,1,5000.0,46.823967168262655,0.0,2.0,,0.15,4.0,1,2446.4013289453796,13.119813223180225,7.3100000000000005,"LINESTRING (-87.58153762539992 41.64256110069395, -87.62796907403347 41.71908002361678)"
901,523,522,1,5.70472,1,5000.0,46.823967168262655,0.0,2.0,,0.15,4.0,1,820.3600000000806,13.119813223180225,7.3100000000000005,"LINESTRING (-87.62796907403347 41.71908002361678, -87.58153762539992 41.64256110069395)"
902,523,530,1,2.074,1,5000.0,55.553571428571416,0.0,2.0,,0.15,4.0,1,6818.689198721586,13.119813223180225,2.24,"LINESTRING (-87.62796907403347 41.71908002361678, -87.62796907403347 41.74968759278592)"
903,523,545,1,0.061,1,5000.0,30.5,0.0,2.0,,0.15,4.0,1,4245.219268288092,13.119813223180225,0.12,"LINESTRING (-87.62796907403347 41.71908002361678, -87.62915962399843 41.71908002361678)"
904,524,525,1,2.94447,1,5000.0,54.52722222222222,0.0,2.0,,0.15,4.0,1,2926.6526131301143,13.119813223180225,3.2399999999999998,"LINESTRING (-87.66487612294732 41.671368224617844, -87.67797217256191 41.62905776135463)"
905,524,545,1,3.715,1,5000.0,50.42986425339367,0.0,2.0,,0.15,4.0,1,4873.139999999992,13.119813223180225,4.42,"LINESTRING (-87.66487612294732 41.671368224617844, -87.62915962399843 41.71908002361678)"
906,524,578,1,2.74568,1,5500.0,35.27640256959315,0.0,1.0,,0.15,4.0,1,2272.5184674226402,13.119813223180225,4.669999999999999,"LINESTRING (-87.66487612294732 41.671368224617844, -87.66606667291228 41.71187824263581)"
907,524,647,1,0.80233,1,5500.0,30.46822784810126,0.0,1.0,,0.15,4.0,1,3042.590000000062,13.119813223180225,1.5800000000000003,"LINESTRING (-87.66487612294732 41.671368224617844, -87.6493989734028 41.6695677793726)"
908,525,452,1,2.15668,1,5000.0,55.77620689655173,0.0,2.0,,0.15,4.0,1,3147.32261313012,13.119813223180225,2.3200000000000003,"LINESTRING (-87.67797217256191 41.62905776135463, -87.70773592168598 41.60655219578909)"
909,525,524,1,2.94447,1,5000.0,54.52722222222222,0.0,2.0,,0.15,4.0,1,5133.66385464972,13.119813223180225,3.2399999999999998,"LINESTRING (-87.67797217256191 41.62905776135463, -87.66487612294732 41.671368224617844)"
910,525,652,1,1.06706,1,5000.0,24.91190661478599,0.0,1.0,,0.15,4.0,1,1780.07999999998,13.119813223180225,2.5700000000000003,"LINESTRING (-87.67797217256191 41.62905776135463, -87.69583042203635 41.63715976495822)"
911,525,657,1,2.23796,1,5000.0,53.4970517928287,0.0,1.0,,0.15,4.0,1,2296.647845994521,13.119813223180225,2.51,"LINESTRING (-87.67797217256191 41.62905776135463, -87.63630292378821 41.638960210203464)"
912,526,527,1,5.36835,1,3500.0,53.594176372712155,0.0,2.0,,0.15,4.0,1,3731.4700068178063,13.119813223180225,6.009999999999999,"LINESTRING (-87.5184384772569 41.659665330523765, -87.43390942974453 41.612853754147444)"
913,526,528,1,8.59494,1,5000.0,52.408170731707315,0.0,2.0,,0.15,4.0,1,6050.113428649158,13.119813223180225,9.84,"LINESTRING (-87.5184384772569 41.659665330523765, -87.61011082455903 41.765891599993104)"
914,526,541,1,0.43988,1,3500.0,59.983636363636364,0.0,2.0,,0.15,4.0,1,2144.906571350846,13.119813223180225,0.44,"LINESTRING (-87.5184384772569 41.659665330523765, -87.52558177704667 41.656064440033276)"
915,526,546,1,2.93815,1,3500.0,54.57863777089783,0.0,2.0,,0.15,4.0,1,0.0,13.119813223180225,3.2300000000000004,"LINESTRING (-87.5184384772569 41.659665330523765, -87.46129207893868 41.656064440033276)"
916,527,526,1,5.36835,1,3500.0,53.594176372712155,0.0,2.0,,0.15,4.0,1,3980.980347720193,13.119813223180225,6.009999999999999,"LINESTRING (-87.43390942974453 41.612853754147444, -87.5184384772569 41.659665330523765)"
917,527,542,1,0.61304,1,3500.0,56.588307692307694,0.0,2.0,,0.15,4.0,1,25.0,13.119813223180225,0.65,"LINESTRING (-87.43390942974453 41.612853754147444, -87.43271887977957 41.60385152792122)"
918,527,543,1,3.66203,1,3500.0,55.34554156171285,0.0,2.0,,0.15,4.0,1,3755.4700068178063,13.119813223180225,3.9699999999999998,"LINESTRING (-87.43390942974453 41.612853754147444, -87.36247643184677 41.6110533089022)"
919,527,546,1,3.24678,1,3500.0,45.945,0.0,2.0,,0.15,4.0,1,1213.899652279848,13.119813223180225,4.24,"LINESTRING (-87.43390942974453 41.612853754147444, -87.46129207893868 41.656064440033276)"
920,528,526,1,8.59494,1,5000.0,52.408170731707315,0.0,2.0,,0.15,4.0,1,4056.710006817768,13.119813223180225,9.84,"LINESTRING (-87.61011082455903 41.765891599993104, -87.5184384772569 41.659665330523765)"
921,528,529,1,1.30546,1,6500.0,54.77454545454546,0.0,2.0,,0.15,4.0,1,3606.710000000043,13.119813223180225,1.43,"LINESTRING (-87.61011082455903 41.765891599993104, -87.6303501739634 41.77759449408718)"
922,528,573,1,2.39148,1,4000.0,25.30666666666667,0.0,1.0,,0.15,4.0,1,2856.4934286491407,13.119813223180225,5.67,"LINESTRING (-87.61011082455903 41.765891599993104, -87.64701787347288 41.787496942936016)"
923,528,575,1,1.14609,1,4000.0,78.1425,0.0,1.0,,0.15,4.0,1,5713.480068174467,13.119813223180225,0.8800000000000001,"LINESTRING (-87.61011082455903 41.765891599993104, -87.58987147515467 41.773093380974075)"
924,529,528,1,1.30546,1,6500.0,54.77454545454546,0.0,2.0,,0.15,4.0,1,4938.020074992244,13.119813223180225,1.43,"LINESTRING (-87.6303501739634 41.77759449408718, -87.61011082455903 41.765891599993104)"
925,529,530,1,1.89493,1,6500.0,55.46136585365854,0.0,2.0,,0.15,4.0,1,3612.5900000001348,13.119813223180225,2.05,"LINESTRING (-87.6303501739634 41.77759449408718, -87.62796907403347 41.74968759278592)"
926,529,531,1,1.12478,1,6500.0,55.317049180327864,0.0,2.0,,0.15,4.0,1,10904.619198721644,13.119813223180225,1.22,"LINESTRING (-87.6303501739634 41.77759449408718, -87.63511237382325 41.79379850129437)"
927,530,523,1,2.074,1,5000.0,55.553571428571416,0.0,2.0,,0.15,4.0,1,3879.060000000136,13.119813223180225,2.24,"LINESTRING (-87.62796907403347 41.74968759278592, -87.62796907403347 41.71908002361678)"
928,530,529,1,1.89493,1,6500.0,55.46136585365854,0.0,2.0,,0.15,4.0,1,7297.909198721602,13.119813223180225,2.05,"LINESTRING (-87.62796907403347 41.74968759278592, -87.6303501739634 41.77759449408718)"
929,530,575,1,2.51509,1,5000.0,55.07496350364963,0.0,1.0,,0.15,4.0,1,4716.479999999952,13.119813223180225,2.74,"LINESTRING (-87.62796907403347 41.74968759278592, -87.58987147515467 41.773093380974075)"
930,530,577,1,0.8184,1,5000.0,17.474733096085412,0.0,1.0,,0.15,4.0,1,2959.609999999986,13.119813223180225,2.8099999999999996,"LINESTRING (-87.62796907403347 41.74968759278592, -87.64225567361302 41.744286257050184)"
931,531,529,1,1.12478,1,6500.0,55.317049180327864,0.0,2.0,,0.15,4.0,1,8550.610074992379,13.119813223180225,1.22,"LINESTRING (-87.63511237382325 41.79379850129437, -87.6303501739634 41.77759449408718)"
932,531,532,1,1.403,1,6500.0,51.01818181818182,0.0,2.0,,0.15,4.0,1,9545.536452378197,13.119813223180225,1.65,"LINESTRING (-87.63511237382325 41.79379850129437, -87.63511237382325 41.81450362161467)"
933,531,573,1,0.7446,1,3500.0,13.063157894736843,0.0,1.0,,0.15,4.0,1,1183.030000000006,13.119813223180225,3.42,"LINESTRING (-87.63511237382325 41.79379850129437, -87.64701787347288 41.787496942936016)"
934,531,574,1,2.24957,1,3500.0,45.75396610169491,0.0,1.0,,0.15,4.0,1,2869.9627463434517,13.119813223180225,2.95,"LINESTRING (-87.63511237382325 41.79379850129437, -87.6017769748043 41.81540384423729)"
935,532,531,1,1.403,1,6500.0,51.01818181818182,0.0,2.0,,0.15,4.0,1,8558.840074992382,13.119813223180225,1.65,"LINESTRING (-87.63511237382325 41.81450362161467, -87.63511237382325 41.79379850129437)"
936,532,533,1,1.22152,1,6500.0,48.53721854304636,0.0,2.0,,0.15,4.0,1,8740.827330015032,13.119813223180225,1.51,"LINESTRING (-87.63511237382325 41.81450362161467, -87.63392182385829 41.8325080740671)"
937,532,569,1,1.45508,1,5000.0,29.594847457627115,0.0,1.0,,0.15,4.0,1,4943.72478938647,13.119813223180225,2.95,"LINESTRING (-87.63511237382325 41.81450362161467, -87.65058952336776 41.8325080740671)"
938,532,574,1,1.70909,1,5000.0,45.984484304932735,0.0,1.0,,0.15,4.0,1,1700.133287885139,13.119813223180225,2.23,"LINESTRING (-87.63511237382325 41.81450362161467, -87.6017769748043 41.81540384423729)"
939,533,498,1,1.2276,1,6500.0,45.749068322981365,0.0,2.0,,0.15,4.0,1,7454.397235861528,13.119813223180225,1.61,"LINESTRING (-87.63392182385829 41.8325080740671, -87.64463677354294 41.848712081274286)"
940,533,532,1,1.22152,1,6500.0,48.53721854304636,0.0,2.0,,0.15,4.0,1,7402.0725109340565,13.119813223180225,1.51,"LINESTRING (-87.63392182385829 41.8325080740671, -87.63511237382325 41.81450362161467)"
941,533,568,1,1.4892,1,5000.0,70.91428571428573,0.0,1.0,,0.15,4.0,1,4066.377253656494,13.119813223180225,1.2599999999999998,"LINESTRING (-87.63392182385829 41.8325080740671, -87.61011082455903 41.8451111907838)"
942,533,569,1,0.854,1,5000.0,17.194630872483224,0.0,1.0,,0.15,4.0,1,1447.6661461030599,13.119813223180225,2.9799999999999995,"LINESTRING (-87.63392182385829 41.8325080740671, -87.65058952336776 41.8325080740671)"
943,534,515,1,1.49543,1,3500.0,55.730310559006206,0.0,2.0,,0.15,4.0,1,2657.1400000000212,13.119813223180225,1.6100000000000003,"LINESTRING (-87.30890168342344 41.59484930169501, -87.30294893359863 41.573243958752094)"
944,534,543,1,2.95646,1,3500.0,53.59141993957704,0.0,2.0,,0.15,4.0,1,3583.389999999992,13.119813223180225,3.31,"LINESTRING (-87.30890168342344 41.59484930169501, -87.36247643184677 41.6110533089022)"
945,534,933,1,6.10762,1,3500.0,61.48610738255033,0.0,2.0,,0.15,4.0,1,5468.0,13.119813223180225,5.960000000000001,"LINESTRING (-87.30890168342344 41.59484930169501, -87.18984668692715 41.599350414808114)"
946,535,438,1,7.09097,1,6500.0,52.07566707466341,0.0,2.0,,0.15,4.0,1,6041.927267079904,13.119813223180225,8.17,"LINESTRING (-87.92203491537929 41.8910225445375, -87.87084126688588 41.98824658778062)"
947,535,486,1,0.25151,1,6500.0,52.03655172413794,0.0,2.0,,0.15,4.0,1,10095.925038163085,13.119813223180225,0.29,"LINESTRING (-87.92203491537929 41.8910225445375, -87.92084436541431 41.88742165404701)"
948,535,487,1,3.49621,1,6500.0,50.91567961165048,0.0,2.0,,0.15,4.0,1,4441.46000000037,13.119813223180225,4.12,"LINESTRING (-87.92203491537929 41.8910225445375, -87.96846636401283 41.928831894687605)"
949,536,438,1,1.85925,1,5000.0,52.86966824644551,0.0,2.0,,0.15,4.0,1,7248.139088265227,13.119813223180225,2.1099999999999994,"LINESTRING (-87.89822391608003 42.00625104023305, -87.87084126688588 41.98824658778062)"
950,536,537,1,2.94826,1,5000.0,54.76643962848297,0.0,2.0,,0.15,4.0,1,4936.319558542098,13.119813223180225,3.23,"LINESTRING (-87.89822391608003 42.00625104023305, -87.95060811453838 42.024255492685484)"
951,536,615,1,1.74784,1,2000.0,68.99368421052631,0.0,1.0,,0.15,4.0,1,1815.706566888126,13.119813223180225,1.5200000000000002,"LINESTRING (-87.89822391608003 42.00625104023305, -87.88155621657054 42.02875660579859)"
952,537,399,1,3.93438,1,5000.0,55.15485981308411,0.0,2.0,,0.15,4.0,1,4619.194690910641,13.119813223180225,4.28,"LINESTRING (-87.95060811453838 42.024255492685484, -88.0172789125763 42.053062616609374)"
953,537,536,1,2.94826,1,5000.0,54.76643962848297,0.0,2.0,,0.15,4.0,1,6270.795050750487,13.119813223180225,3.23,"LINESTRING (-87.95060811453838 42.024255492685484, -87.89822391608003 42.00625104023305)"
954,537,608,1,2.693,1,5500.0,48.81570996978852,0.0,1.0,,0.15,4.0,1,2072.8818534646052,13.119813223180225,3.3099999999999996,"LINESTRING (-87.95060811453838 42.024255492685484, -87.93870261488875 42.062965065458215)"
955,537,610,1,0.62208,1,5500.0,46.07999999999999,0.0,1.0,,0.15,4.0,1,9081.27919963465,13.119813223180225,0.81,"LINESTRING (-87.95060811453838 42.024255492685484, -87.93870261488875 42.02605593793073)"
956,538,409,1,1.40829,1,5000.0,57.48122448979592,0.0,2.0,,0.15,4.0,1,7208.715766699788,13.119813223180225,1.47,"LINESTRING (-88.05537651145511 41.794698723916994, -88.04704266170037 41.81450362161467)"
957,538,474,1,2.99149,1,5000.0,54.063072289156636,0.0,2.0,,0.15,4.0,1,2347.7200000003722,13.119813223180225,3.3199999999999994,"LINESTRING (-88.05537651145511 41.794698723916994, -88.03513716205075 41.7532884832764)"
958,538,699,1,0.71138,1,8000.0,94.85066666666667,0.0,1.0,,0.15,4.0,1,5988.856986274754,13.119813223180225,0.44999999999999996,"LINESTRING (-88.05537651145511 41.794698723916994, -88.04823321166533 41.80370095014321)"
959,538,704,1,3.37435,1,8000.0,48.43564593301436,0.0,1.0,,0.15,4.0,1,3997.717114139705,13.119813223180225,4.18,"LINESTRING (-88.05537651145511 41.794698723916994, -87.99108681334712 41.805501395388454)"
960,539,409,1,2.55473,1,5000.0,53.59573426573427,0.0,2.0,,0.15,4.0,1,3017.510000000075,13.119813223180225,2.86,"LINESTRING (-88.00537341292667 41.83520874193496, -88.04704266170037 41.81450362161467)"
961,539,483,1,3.07733,1,5000.0,55.44738738738738,0.0,2.0,,0.15,4.0,1,6584.971058163486,13.119813223180225,3.3300000000000005,"LINESTRING (-88.00537341292667 41.83520874193496, -87.9470364646435 41.84601141340642)"
962,539,694,1,1.15095,1,5000.0,111.38225806451612,0.0,1.0,,0.15,4.0,1,7348.498051287468,13.119813223180225,0.62,"LINESTRING (-88.00537341292667 41.83520874193496, -87.99346791327704 41.849612303896905)"
963,539,704,1,2.14196,1,5000.0,26.335573770491806,0.0,1.0,,0.15,4.0,1,1831.0699999999342,13.119813223180225,4.88,"LINESTRING (-88.00537341292667 41.83520874193496, -87.99108681334712 41.805501395388454)"
964,540,438,1,1.50659,1,3500.0,53.806785714285716,0.0,2.0,,0.15,4.0,1,1580.2831721438488,13.119813223180225,1.68,"LINESTRING (-87.89822391608003 41.980144584177026, -87.87084126688588 41.98824658778062)"
965,540,583,1,0.7421,1,3000.0,79.51071428571427,0.0,1.0,,0.15,4.0,1,7136.809999999969,13.119813223180225,0.56,"LINESTRING (-87.89822391608003 41.980144584177026, -87.8958428161501 41.990947255648486)"
966,540,622,1,2.046,1,3000.0,70.14857142857142,0.0,1.0,,0.15,4.0,1,1514.4042023915026,13.119813223180225,1.7500000000000002,"LINESTRING (-87.89822391608003 41.980144584177026, -87.85893576723625 41.98554591991276)"
967,541,526,1,0.43988,1,3500.0,59.983636363636364,0.0,2.0,,0.15,4.0,1,2674.9000000000015,13.119813223180225,0.44,"LINESTRING (-87.52558177704667 41.656064440033276, -87.5184384772569 41.659665330523765)"
968,541,582,1,2.91335,1,2500.0,30.347395833333334,0.0,1.0,,0.15,4.0,1,1157.8865713508712,13.119813223180225,5.76,"LINESTRING (-87.52558177704667 41.656064440033276, -87.54463057648607 41.696574458051245)"
969,541,902,1,3.77264,1,2500.0,28.22423940149626,0.0,1.0,,0.15,4.0,1,987.019999999975,13.119813223180225,8.02,"LINESTRING (-87.52558177704667 41.656064440033276, -87.46843537872846 41.620955757751034)"
970,542,527,1,0.61304,1,3500.0,56.588307692307694,0.0,2.0,,0.15,4.0,1,774.2167666812384,13.119813223180225,0.65,"LINESTRING (-87.43271887977957 41.60385152792122, -87.43390942974453 41.612853754147444)"
971,542,902,1,2.16614,1,10500.0,30.871353919239905,0.0,1.0,,0.15,4.0,1,5991.300000000003,13.119813223180225,4.21,"LINESTRING (-87.43271887977957 41.60385152792122, -87.46843537872846 41.620955757751034)"
972,542,903,1,4.21298,1,10500.0,41.169185667752444,0.0,1.0,,0.15,4.0,1,3373.529999999999,13.119813223180225,6.14,"LINESTRING (-87.43271887977957 41.60385152792122, -87.35057093219714 41.60115086005336)"
973,543,527,1,3.66203,1,3500.0,55.34554156171285,0.0,2.0,,0.15,4.0,1,4469.663233318803,13.119813223180225,3.9699999999999998,"LINESTRING (-87.36247643184677 41.6110533089022, -87.43390942974453 41.612853754147444)"
974,543,534,1,2.95646,1,3500.0,53.59141993957704,0.0,2.0,,0.15,4.0,1,3021.790006817784,13.119813223180225,3.31,"LINESTRING (-87.36247643184677 41.6110533089022, -87.30890168342344 41.59484930169501)"
975,543,903,1,0.90683,1,3500.0,38.86414285714286,0.0,2.0,,0.15,4.0,1,739.6800000000221,13.119813223180225,1.4000000000000001,"LINESTRING (-87.36247643184677 41.6110533089022, -87.35057093219714 41.60115086005336)"
